Applicant,Application,Created date,Submitted date,Offer type,Offer course name,Gender,Special needs,Disadvantaged background,Latest Higher Education Institution,Latest Education Level,Education - Block 1: Level of education,Education - Block 2: Level of education,Language: native,Extra question: Intended Major/Program of study at Ashesi University,"Extra question: Have you applied to Ashesi before? If ""yes"" indicate the year.",Extra question: Have any of your family members gained admission to Ashesi University?,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Type of Exam,Extra question: Exam Year,Extra question: Certificate Awarded,Extra question: Graduating/Cummulative Score,Extra question: Certificate Classification,Extra question: How did you hear about Ashesi? You can select all that apply to you:,"Extra question: Have you ever attended any Ashesi sponsored high school event? If ""yes"" please state event and year of attendance.",Extra question: Do you Need Financial Aid?,Extra question: Do you need Financial Aid?,Extra question: Do you need Financial Aid,Extra question: Do you Need Financial Aid?,Language test - numerical score,Language test - textual score,Motivation letter - numerical score,Motivation letter - textual score,Skype interviw grade - numerical score
9382,7171,28/02/2019 9:48,28/02/2019 10:20,Failed,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,OQ,en,,No,No,Yes,Mother,Basic Education,Yes,Father,Basic Education,,,,,,,WASSCE - Ghana,30/04/2018,,,,Friend,No,Yes,,,,,,,,
9383,7172,28/02/2019 10:29,28/02/2019 12:56,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,OQ,en,,No,No,Yes,Father,O' Level,Yes,Mother,O' Level,,,,,,,WASSCE - Ghana,30/09/2018,,,,"Ashesi Student/Alumni
Ashesi Website
Ashesi Staff/Faculty",No,Yes,,,,,,,,
9385,7173,28/02/2019 13:04,28/02/2019 16:12,Failed,[B.Sc.] Computer Engineering,M,,,,SE,SE,OQ,en,,No,No,No,N/A,N/A,No,N/A,N/A,,,,,,,WASSCE - Ghana,30/04/2017,,,,"Friend
Ashesi Website
Teacher / Counselor",No,Yes,,,,,,,,
9390,7177,28/02/2019 14:31,03/05/2019 10:21,Failed,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,SE,sn,,NO,No,Yes,mother,grade 7,Yes,MOTHER,GRADE SEVEN,,,,,,,IGCSE 'A' Level,25/10/2018,,,,Friend,,Yes,,,,,,,,
9393,7180,28/02/2019 16:17,28/02/2019 16:58,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,OQ,en,,No,No,Yes,Mother,SSS 3,Yes,Father,Tertiary,,,,,,,WASSCE - Ghana,31/05/2018,,,,"Ashesi Parent
Ashesi Student/Alumni
Newspaper
Ashesi Website
Campus Tour
Instagram",No,Yes,,,,,,,,
9394,7181,28/02/2019 17:06,02/04/2019 17:29,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,OQ,en,,no,No,Yes,Father,tertiary,Yes,Mother,tertiary,,,,,,,WASSCE - Ghana,08/04/2019,,,,"Friend
Television",,No,,,,,,,,
9396,7183,28/02/2019 19:09,04/06/2019 12:41,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,tw,,No,No,Yes,Father,Masters Degree,Yes,Mother,Senior High School,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Friend
Teacher / Counselor
Facebook",,Yes,,,,,,,,
9397,7184,28/02/2019 21:23,28/03/2019 21:31,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,en,,no,No,Yes,Father,A-Level,Yes,Mother,SSCE,,,,,,,WASSCE - Ghana,13/05/2019,,,,"Ashesi Parent
Ashesi Student/Alumni",no,Yes,,,,,,,,
9399,7186,28/02/2019 22:48,07/08/2019 15:33,Withdrawn,[B.Sc.] Computer Engineering,M,,,,SE,SE,,fat,,NO,No,Yes,MOTHER,UNIVERSITY-FIRST DEGREE,Yes,FATHER,UNIVERSITY-FIRST DEGREE,,,,,,,WASSCE - Ghana,05/04/2019,,,,"Friend
Television
Ashesi Website
Teacher / Counselor
Other",NO,No,,,,,,,,
9399,7186,28/02/2019 22:48,07/08/2019 15:33,Withdrawn,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,,fat,,NO,No,Yes,MOTHER,UNIVERSITY-FIRST DEGREE,Yes,FATHER,UNIVERSITY-FIRST DEGREE,,,,,,,WASSCE - Ghana,05/04/2019,,,,"Friend
Television
Ashesi Website
Teacher / Counselor
Other",NO,No,,,,,,,,
9404,7190,01/03/2019 5:33,22/05/2019 13:51,Failed,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,,rw,,No,No,Yes,Father,No formal education,Yes,Mother,No formal education,,,,,,,High School Diploma,22/11/2017,,,,"Newspaper
Ashesi Website
Facebook",No,Yes,,,,,,,,
9321,7192,01/03/2019 10:48,22/06/2019 15:07,Failed,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,OQ,en,,no,No,Yes,Father,Diploma,Yes,Mother,Middle School,,,,,,,WASSCE - Ghana,23/04/2018,,,,"Ashesi Parent
Ashesi Student/Alumni
Friend
Newspaper
Television
Radio
Ashesi Website
Teacher / Counselor
Instagram
Facebook
Ashesi Staff/Faculty",,Yes,,,,,,,,
9406,7194,01/03/2019 11:42,02/08/2019 10:44,Failed,[B.Sc.] Electrical/Electronic Engineering,F,,,,SE,SE,OQ,ak,,No,No,Yes,Mother,Primary school level,Yes,Father,tertiary level,,,,,,,WASSCE - Ghana,10/05/2018,,,,Friend,No,Yes,,,,,,,,
9409,7197,01/03/2019 15:28,30/07/2019 23:41,Withdrawn,[B.Sc.] Mechanical Engineering,F,,,,SE,SE,,ee,,NO,No,Yes,FATHER,FIRST DEGREE,Yes,MOTHER,FIRST DEGREE,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Friend
Television
Other",,No,,,,,,,,
9411,7199,01/03/2019 22:39,02/08/2019 11:10,Failed,[B.Sc.] Mechanical Engineering,M,,,,,SE,,en,,No,No,Yes,Mother,Tertiary,Yes,Uncle,Tertiary,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Friend
Ashesi Website
Teacher / Counselor
Ashesi Staff/Faculty",,Yes,,,,,,,,
9412,7200,01/03/2019 22:48,10/03/2019 13:43,Failed,[B.Sc.] Computer Engineering,M,,,,SE,SE,,ig,,2018,No,No,Father,O'level,Yes,Mother,Diploma,,,,,,,WASSCE - Nigeria,03/04/2017,,,,Ashesi Website,No,No,,,,,,,,
9413,7201,01/03/2019 23:29,06/03/2019 15:45,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,tw,,No,No,Yes,Father,Post Graduate Degree,Yes,Mother,Vocational School Graduate,,,,,,,"WASSCE - Ghana
Other Official Exam",23/04/2019,,,,"Ashesi Student/Alumni
Friend
Ashesi Website
Teacher / Counselor
Instagram
Facebook
Twitter",No,Yes,,,,,,,,
9415,7202,02/03/2019 10:12,31/07/2019 9:48,Failed,[B.Sc.] Computer Engineering,F,,,,SE,SE,SE,mi,,2018,No,Yes,Mother,Masters Degree,Yes,Father,Masters Degree,,,,,,,WASSCE - Ghana,08/04/2019,,,,"Ashesi Student/Alumni
Friend
Newspaper
Ashesi Website",,Yes,,,,,,,,
9416,7203,02/03/2019 12:51,27/03/2019 20:47,Failed,[B.Sc.] Computer Engineering,M,,,,SE,SE,OQ,en,,No,No,Yes,Father,Tertiary,Yes,Mother,Tertiary,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Student/Alumni
Friend
Newspaper
Radio
Ashesi Website
Instagram",,Yes,,,,,,,,
9419,7205,02/03/2019 15:25,02/03/2019 16:24,Failed,[B.Sc.] Management Information Systems,F,,,,,SE,,ha,,NO,No,Yes,FATHER,TERTIARY,Yes,MOTHER,PRIMARY,,,,,,,WASSCE - Ghana,10/05/2018,,,,"Ashesi Parent
Ashesi Website
Instagram",NO,Yes,,,,,,,,
9418,7206,02/03/2019 15:38,25/06/2019 14:19,Auto Deny,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,,ak,,Yes  2018,Yes,Yes,Mother,Basic,No,Father,Basic,,,,,,,WASSCE - Ghana,19/05/2018,,,,Ashesi Student/Alumni,,Yes,,,,,,,,
9421,7210,02/03/2019 21:01,28/03/2019 14:44,Enrolled,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,OQ,ak,,No,No,Yes,Father,Tertiary,Yes,Mother,Tertiary,,,,,,,WASSCE - Ghana,12/11/2018,,,,"Ashesi Parent
Friend
Newspaper
Ashesi Website",,Yes,,,,,,,,
9424,7211,02/03/2019 21:50,08/05/2019 17:49,Enrolled,[B.Sc.] Computer Engineering,F,,,,SE,SE,,en,,No,No,Yes,Father,Post-Graduate Diploma,Yes,Mother,Polytechnic,,,,,,,WASSCE - Nigeria,01/05/2019,,,,"Friend
Ashesi Website
Instagram",No,No,,,,,,,,
9424,7211,02/03/2019 21:50,08/05/2019 17:49,Enrolled,[B.Sc.] Computer Science,F,,,,SE,SE,,en,,No,No,Yes,Father,Post-Graduate Diploma,Yes,Mother,Polytechnic,,,,,,,WASSCE - Nigeria,01/05/2019,,,,"Friend
Ashesi Website
Instagram",No,No,,,,,,,,
9426,7213,03/03/2019 0:30,18/08/2019 11:43,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,SE,ak,,No,No,Yes,Father,Degree,Yes,Mother,Degree,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Student/Alumni
Friend
Teacher / Counselor
Instagram
Twitter",,No,,,,,,,,
9428,7215,03/03/2019 11:57,15/09/2019 2:48,Enrolled,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,SE,fat,,No,No,Yes,Father,Post graduate studies,Yes,Mother,Post graduate studies,,,,,,,WASSCE - Ghana,01/09/2018,,,,"Ashesi Parent
Ashesi Student/Alumni
Ashesi Website",,Yes,,,,,,,,
9430,7217,03/03/2019 13:37,05/08/2019 7:05,Enrolled,[B.Sc.] Computer Engineering,F,,,,SE,SE,,fat,,No,No,Yes,Father,Masters,Yes,Mother,Middle School,,,,,,,WASSCE - Ghana,05/04/2019,,,,Ashesi Student/Alumni,"Event: Ashesi Innovation Experience 

Year: 2018",Yes,,,,,,,,
9431,7218,03/03/2019 13:55,03/09/2019 9:06,Enrolled,[B.Sc.] Business Administration,M,,,,SE,SE,,ee,,no,No,Yes,Mother,Tertiary,No,Father,Secondary,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Friend
Newspaper
Ashesi Website
Other
Instagram
Twitter",,No,,,,,,,,
9432,7219,03/03/2019 14:22,30/07/2019 20:35,Withdrawn,[B.Sc.] Computer Science,F,,,,SE,SE,,en,,NO,No,Yes,Father,Tertiary,Yes,Mother,Tertiary,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Parent
Ashesi Student/Alumni
Friend
Ashesi Website
Teacher / Counselor
School Visit
Other
Ashesi Staff/Faculty",No,Yes,,,,,,,,
9435,7221,03/03/2019 19:28,12/04/2019 6:03,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,am,,No,No,Yes,Mother,High School,No,Father,Unknown,,,,,,,"High School Diploma
Other Official Exam",12/07/2016,,,,"Friend
Ashesi Website
Teacher / Counselor",,Yes,,,,,,,,
9434,7222,03/03/2019 19:35,24/05/2019 17:53,Failed,[B.Sc.] Mechanical Engineering,F,,,,SE,SE,,ak,,No,No,Yes,Mother,Some primary school,Yes,Sister,Some senior high school,,,,,,,WASSCE - Ghana,03/04/2018,,,,"Ashesi Student/Alumni
Friend
Ashesi Website
Facebook",,Yes,,,,,,,,
9441,7228,04/03/2019 10:51,30/07/2019 14:45,Failed,[B.Sc.] Electrical/Electronic Engineering,F,,,,SE,SE,,ee,,no,No,Yes,Father,Masters Degree Holder,Yes,Mother,"B Ed(Arts) Degree, Post Degree LLB",,,,,,,WASSCE - Ghana,23/05/2019,,,,Ashesi Website,No,Yes,,,,,,,,
9443,7230,04/03/2019 11:39,27/03/2019 16:56,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,ak,,No,No,Yes,Father,JUNIOR SECONDARY SCHOOL,Yes,MOTHER,PRIMARY 6,,,,,,,WASSCE - Ghana,04/05/2015,,,,"Friend
Ashesi Website
Other",,Yes,,,,,,,,
9446,7232,04/03/2019 12:35,13/08/2019 16:14,Enrolled,[B.Sc.] Computer Engineering,M,,,,SE,SE,,tw,,No,Yes,Yes,Mother,Masters in business admin,Yes,Father,Senior high school,,,,,,,IGCSE 'A' Level,02/05/2019,,,,"Friend
Television
Radio",,No,,,,,,,,
9449,7235,04/03/2019 14:41,28/03/2019 7:59,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,fat,,No,No,Yes,Father,University,Yes,Mother,Primary School,,,,,,,IGCSE 'A' Level,03/05/2019,,,,"Friend
Teacher / Counselor",,No,,,,,,,,
9451,7237,04/03/2019 17:07,15/04/2019 8:58,Auto Deny,[B.Sc.] Business Administration,M,,,,VO,VO,,efi,,NO,No,No,FATHER,N/A,Yes,MOTHER,NIL,,,,,,,WASSCE - Nigeria,30/06/1995,,,,Other,NO,Yes,,,,,,,,
9453,7239,04/03/2019 18:31,28/03/2019 22:51,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,tw,,No,No,Yes,Mother,Chartered Accountant and MBA,Yes,Father,MBA Finance,,,,,,,WASSCE - Ghana,30/11/2018,,,,"Ashesi Parent
Friend
Radio
Ashesi Website
School Visit",No,No,,,,,,,,
9459,7243,05/03/2019 7:21,30/07/2019 14:01,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,,ak,,No,No,Yes,Father,Secondary education,Yes,Mother,Basic school,,,,,,,WASSCE - Ghana,23/04/2019,,,,Ashesi Staff/Faculty,No,Yes,,,,,,,,
9464,7248,05/03/2019 16:36,27/03/2019 15:52,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,ak,,NO,No,Yes,FATHER,UNIVERSITY DEGREE,Yes,MOTHER,MIDDLE SCHOOL,,,,,,,WASSCE - Ghana,07/04/2019,,,,"Friend
Television",NO,No,,,,,,,,
9466,7251,05/03/2019 17:33,05/08/2019 12:56,Auto Deny,[B.Sc.] Business Administration,M,,,,SE,SE,,gaa,,No,No,Yes,father,Diploma/Cost Accounting,Yes,Mother,GCE O' level,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Parent
Friend
Instagram",,No,,,,,,,,
9444,7252,05/03/2019 18:34,28/03/2019 19:06,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,OQ,ak,,No,No,Yes,Father,University,Yes,Mother,secondary education,,,,,,,WASSCE - Ghana,08/04/2018,,,,Friend,No,Yes,,,,,,,,
9471,7256,06/03/2019 7:16,17/03/2019 22:48,Enrolled,[B.Sc.] Computer Science,M,,,,SE,SE,SE,en,,No,No,Yes,Mother,High School Graduate,No,Father,High School Graduate,,,,,,,IGCSE 'A' Level,05/06/2018,,,,"Ashesi Student/Alumni
Friend
Ashesi Website
Teacher / Counselor
Other
Instagram
Facebook
Twitter",No,Yes,,,,,,,,
9473,7258,06/03/2019 8:49,13/03/2019 9:41,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,SE,nr,,No,No,Yes,Aunt,Ordinary level,Yes,Stepmother,Diploma in education,,,,,,,Other Official Exam,14/10/2018,,,,Teacher / Counselor,No,Yes,,,,,,,,
9476,7261,06/03/2019 11:25,08/04/2019 21:12,Withdrawn,[B.Sc.] Business Administration,F,,,,,SE,,ak,,NO,No,Yes,FATHER,TERTIARY,Yes,MOTHER,SENIOR HIGH SCHOOL,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Student/Alumni
Friend
Newspaper
Teacher / Counselor",NO,No,,,,,,,,
9484,7265,06/03/2019 13:36,07/08/2019 21:18,Failed,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,,en,,No,No,Yes,Brother,Tertiary,Yes,Mother,None,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Website
Ashesi Staff/Faculty","The Sharks Quiz 2.0 
2019",Yes,,,,,,,,
9485,7266,06/03/2019 13:51,30/07/2019 13:25,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,fat,,No,No,Yes,Mother,COMMONWEALTH EXECUTIVE MASTERS DEGREE IN PUBLIC ADMINISTRATION,Yes,Father,DIPLOMA,,,,,,,WASSCE - Ghana,23/04/2019,,,,Other,,Yes,,,,,,,,
9488,7268,06/03/2019 14:55,27/05/2019 12:57,Enrolled,[B.Sc.] Computer Science,F,,,Loyola Marymount University,BA,BA,SE,en,,No,No,Yes,Mother,Master's Degree,Yes,Father,Master's Degree,,,,,,,International Baccalaureate (IB) Diploma,01/05/2015,,,,Other,No.,No,,,,,,,,
9258,7269,06/03/2019 15:10,31/07/2019 15:00,Failed,[B.Sc.] Management Information Systems,F,,,,SE,SE,SE,ee,,NO,No,Yes,MOTHER,TERTIARY,Yes,FAMILY FRIEND,TERTIARY,,,,,,,WASSCE - Ghana,07/06/2019,,,,"Ashesi Parent
Ashesi Student/Alumni
Friend
Newspaper
Radio
Ashesi Website
Teacher / Counselor
Facebook
Ashesi Staff/Faculty",,Yes,,,,,,,,
9490,7270,06/03/2019 15:10,29/07/2019 16:48,Failed,[B.Sc.] Computer Engineering,M,,,,SE,SE,,fat,,NO,No,Yes,MOTHER,MIDDLE SCHOOL,No,FATHER,MIDDLE SCHOOL,,,,,,,WASSCE - Ghana,01/05/2018,,,,"Friend
Ashesi Staff/Faculty",,Yes,,,,,,,,
9491,7273,06/03/2019 17:28,31/07/2019 17:27,Enrolled,[B.Sc.] Business Administration,M,,,,,SE,,tw,,No,No,Yes,Father,Masters,Yes,Mother,Degree,,,,,,,WASSCE - Ghana,05/04/2019,,,,"Ashesi Parent
Teacher / Counselor",,Yes,,,,,,,,
9492,7274,06/03/2019 18:38,21/08/2019 6:43,Failed,[B.Sc.] Computer Science,F,,,,SE,SE,,en,,NO,No,Yes,FATHER,UNIVERSITY,Yes,MOTHER,UNIVERSITY,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Student/Alumni
Friend
Television
Ashesi Website
Teacher / Counselor
School Visit
Instagram
Facebook
Twitter
Ashesi Staff/Faculty",,Yes,,,,,,,,
9493,7275,06/03/2019 20:19,23/04/2019 12:15,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,,ak,,NO,No,Yes,FATHER,POST GRAUADTE,Yes,MOTHER,POST GRADUATE,,,,,,,WASSCE - Ghana,04/06/2019,,,,"Ashesi Parent
Ashesi Student/Alumni
Friend
Newspaper
Television
Radio
Ashesi Website
Teacher / Counselor
School Visit
Other
Ashesi Staff/Faculty",,No,,,,,,,,
9495,7277,06/03/2019 21:26,27/03/2019 17:16,Withdrawn,[B.Sc.] Mechanical Engineering,F,,,,SE,SE,,rw,,no,No,Yes,mother,Bachelor's degree,No,Father,Bachelor's degree,,,,,,,Other Official Exam,21/11/2018,,,,Friend,No,Yes,,,,,,,,
9498,7280,07/03/2019 7:31,30/04/2019 7:57,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,SE,luy,,No,No,Yes,Mother,Primary,No,Father,College,,,,,,,International Baccalaureate (IB) Diploma,06/05/2019,,,,"Ashesi Student/Alumni
Ashesi Website
Teacher / Counselor
Ashesi Staff/Faculty",No.,Yes,,,,,,,,
9500,7282,07/03/2019 8:27,26/06/2019 1:28,Failed,[B.Sc.] Computer Science,F,,,,SE,SE,,en,,No,No,Yes,Father,PhD,Yes,Mother,PhD,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Newspaper
Other",No,Yes,,,,,,,,
9502,7283,07/03/2019 8:56,30/07/2019 13:04,Enrolled,[B.Sc.] Computer Science,M,,,,SE,SE,,tw,,NO,No,Yes,FATHER,TERTIARY,Yes,MOTHER,TERTIARY,,,,,,,WASSCE - Ghana,15/04/2019,,,,"Ashesi Parent
Ashesi Student/Alumni
Friend",,No,,,,,,,,
9506,7287,07/03/2019 12:49,23/08/2019 14:01,Enrolled,[B.Sc.] Computer Science,F,,,,SE,SE,,en,,No,No,Yes,Mother,Post Graduate,Yes,Father,Post Graduate,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Friend
Newspaper
Television
Teacher / Counselor
School Visit
Instagram",,No,,,,,,,,
9508,7289,07/03/2019 13:18,03/09/2019 9:05,Enrolled,[B.Sc.] Business Administration,M,,,,SE,SE,,tw,,No,No,Yes,Father,MA  Human Resource Management /MCIPD UK,Yes,Mother,First degree,,,,,,,WASSCE - Ghana,08/04/2019,,,,"Ashesi Student/Alumni
Friend
Ashesi Staff/Faculty",,No,,,,,,,,
9509,7290,07/03/2019 13:44,23/08/2019 12:55,Failed,[B.Sc.] Computer Science,F,,,,SE,SE,,ak,,No,Yes,Yes,Father,None,Yes,Mother,None,,,,,,,WASSCE - Ghana,15/04/2019,,,,"Ashesi Student/Alumni
Other",No,Yes,,,,,,,,
9513,7293,07/03/2019 14:45,30/07/2019 15:46,Failed,[B.Sc.] Electrical/Electronic Engineering,F,,,,SE,SE,,en,,No,No,Yes,Father,MPhil,Yes,Mother,MSLC,,,,,,,WASSCE - Ghana,04/06/2019,,,,"School Visit
Other
Ashesi Staff/Faculty",No,Yes,,,,,,,,
9514,7294,07/03/2019 14:53,08/03/2019 14:29,Withdrawn,[B.Sc.] Business Administration,F,,,,SE,SE,OQ,en,,No,No,Yes,Father,A Level Holder,Yes,Mother,O Level Holder,,,,,,,WASSCE - Ghana,30/04/2019,,,,"Friend
Teacher / Counselor",No,Yes,,,,,,,,
9515,7295,07/03/2019 15:02,16/05/2019 18:59,Failed,[B.Sc.] Computer Engineering,F,,,,SE,SE,,rw,,no,No,Yes,my father,A0 in  law (bacheror degree),Yes,my mother,D6 accountancy,,,,,,,High School Diploma,29/11/2018,,,,"Ashesi Website
Campus Tour",NO,Yes,,,,,,,,
9515,7295,07/03/2019 15:02,16/05/2019 18:59,Failed,[B.Sc.] Mechanical Engineering,F,,,,SE,SE,,rw,,no,No,Yes,my father,A0 in  law (bacheror degree),Yes,my mother,D6 accountancy,,,,,,,High School Diploma,29/11/2018,,,,"Ashesi Website
Campus Tour",NO,Yes,,,,,,,,
9516,7296,07/03/2019 15:35,03/09/2019 9:08,Enrolled,[B.Sc.] Mechanical Engineering,F,,,,SE,SE,,en,,NO,Yes,Yes,FATHER,MASTERS,Yes,MOTHER,SENIOR SECONDARY SCHOOL,,,,,,,WASSCE - Ghana,18/04/2019,,,,"Ashesi Student/Alumni
Friend
Newspaper
Ashesi Website
Campus Tour
School Visit
Instagram
Ashesi Staff/Faculty",,No,,,,,,,,
9516,7296,07/03/2019 15:35,03/09/2019 9:08,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,,en,,NO,Yes,Yes,FATHER,MASTERS,Yes,MOTHER,SENIOR SECONDARY SCHOOL,,,,,,,WASSCE - Ghana,18/04/2019,,,,"Ashesi Student/Alumni
Friend
Newspaper
Ashesi Website
Campus Tour
School Visit
Instagram
Ashesi Staff/Faculty",,No,,,,,,,,
9518,7297,07/03/2019 16:06,23/08/2019 13:04,Failed,[B.Sc.] Mechanical Engineering,F,,,,SE,SE,,fat,,No,No,No,Mother,Tertiary,Yes,Father,Tertiary,,,,,,,WASSCE - Ghana,05/04/2019,,,,"Ashesi Student/Alumni
Friend
Ashesi Website
Campus Tour",,Yes,,,,,,,,
3707,7298,07/03/2019 16:13,07/03/2019 16:19,Auto Deny,[B.Sc.] Business Administration,M,,,,SE,SE,OQ,en,,2018,No,Yes,Father,Technical School,Yes,Mother,Polytechnic,,,,,,,WASSCE - Ghana,30/04/2019,,,,School Visit,No,Yes,,,,,,,,
9519,7299,07/03/2019 16:20,21/06/2019 14:52,Withdrawn,[B.Sc.] Computer Engineering,F,,,,SE,SE,,gaa,,No,No,Yes,Mother,Senior High school,No,Father,Masters degree,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Parent
Ashesi Student/Alumni
Friend",,Yes,,,,,,,,
9519,7299,07/03/2019 16:20,21/06/2019 14:52,Withdrawn,[B.Sc.] Mechanical Engineering,F,,,,SE,SE,,gaa,,No,No,Yes,Mother,Senior High school,No,Father,Masters degree,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Parent
Ashesi Student/Alumni
Friend",,Yes,,,,,,,,
9523,7301,07/03/2019 17:55,23/03/2019 20:33,Auto Deny,[B.Sc.] Business Administration,M,,,,SE,SE,OQ,fat,,No,No,Yes,Mother,Junior Secondary School,Yes,Father,Junior Secondary School,,,,,,,WASSCE - Ghana,10/06/2015,,,,"Ashesi Student/Alumni
Friend
Facebook",No.,Yes,,,,,,,,
9524,7302,07/03/2019 20:08,03/07/2019 13:18,Failed,[B.Sc.] Management Information Systems,F,,,,SE,OQ,SE,en,,No,No,Yes,Mother,Primary School,No,Father,Form 4,,,,,,,WASSCE - Ghana,11/04/2019,,,,Friend,,Yes,,,,,,,,
9526,7303,07/03/2019 21:04,09/07/2019 10:04,Enrolled,[B.Sc.] Business Administration,M,,,,,SE,,en,,no,No,Yes,Mother,High school,Yes,Father,High school,,,,,,,WASSCE - Ghana,16/04/2019,,,,Friend,,No,,,,,,,,
9528,7305,07/03/2019 22:40,05/04/2019 21:38,Failed,[B.Sc.] Computer Engineering,M,,,African Leadership University,BA,SE,BA,ar,,No,No,Yes,Father,Certificate of Literacy,Yes,Sister,Bachelor Degree,,,,,,,"High School Diploma
Other Official Exam",10/06/2016,,,,"Ashesi Website
Facebook",No,Yes,,,,,,,,
9531,7308,08/03/2019 3:04,29/07/2019 21:14,Failed,[B.Sc.] Computer Engineering,M,,,,SE,SE,OQ,en,,No,Yes,Yes,Mother,Senior High School,Yes,Father,Bachelors Degree,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Parent
Ashesi Student/Alumni
Ashesi Website",,Yes,,,,,,,,
9535,7312,08/03/2019 10:41,01/08/2019 9:04,Auto Deny,[B.Sc.] Management Information Systems,F,,,,SE,SE,,en,,No,No,Yes,Father,Degree,Yes,Mother,Degree,,,,,,,WASSCE - Ghana,01/05/2019,,,,"Ashesi Parent
Ashesi Student/Alumni
Friend
Teacher / Counselor
School Visit",,No,,,,,,,,
9536,7313,08/03/2019 10:44,08/03/2019 11:35,Auto Deny,[B.Sc.] Management Information Systems,F,,,KNUST - IDL,BA,BA,SE,en,,No,No,Yes,Mother,Commercial School,No,None,None,,,,,,,WASSCE - Ghana,31/03/2017,,,,School Visit,No,Yes,,,,,,,,
9538,7315,08/03/2019 11:37,08/03/2019 13:58,Enrolled,[B.Sc.] Business Administration,M,,,,SE,SE,OQ,en,,No,No,Yes,Father,Junior High School,Yes,Mother,Basic School,,,,,,,WASSCE - Ghana,31/05/2018,,,,"Ashesi Student/Alumni
Ashesi Website
Teacher / Counselor",No,Yes,,,,,,,,
9539,7316,08/03/2019 12:21,08/03/2019 13:59,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,OQ,en,,No,No,Yes,Grandfather,Dir Education,Yes,Grandmother,MSLS,,,,,,,WASSCE - Ghana,08/03/2019,,,,"Radio
Teacher / Counselor
Campus Tour
School Visit",No,Yes,,,,,,,,
9540,7317,08/03/2019 12:29,30/07/2019 19:49,Enrolled,[B.Sc.] Management Information Systems,M,,,,SE,SE,OQ,tw,,no,No,Yes,Father,First Degree,Yes,mother,First Degree,,,,,,,WASSCE - Ghana,23/04/2019,,,,Ashesi Staff/Faculty,"College fair,2019",No,,,,,,,,
9541,7318,08/03/2019 12:53,08/03/2019 13:48,Enrolled,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,SE,en,,No,No,Yes,Father,Master's Degree,Yes,Mother,Bachelor's Degree,,,,,,,WASSCE - Ghana,31/05/2019,,,,Ashesi Website,No,Yes,,,,,,,,
